Holder,Shares,Date Reported,% Out,Value,Ticker,Fetch_Date
"Charles Schwab Investment Management, Inc.",130.14M,"Sep 30, 2024",2.30%,3441005895,PFE,2025-02-05
"Geode Capital Management, LLC",117.67M,"Sep 30, 2024",2.08%,3111095580,PFE,2025-02-05
Norges Bank Investment Management,83.96M,"Jun 30, 2024",1.48%,2219986735,PFE,2025-02-05
Morgan Stanley,77.97M,"Sep 30, 2024",1.38%,2061558992,PFE,2025-02-05
Massachusetts Financial Services Co.,71.15M,"Sep 30, 2024",1.26%,1881255137,PFE,2025-02-05
State Farm Mutual Automobile Insurance Co,54.51M,"Sep 30, 2024",0.96%,1441206355,PFE,2025-02-05
GQG Partners LLC,231.22M,"Sep 30, 2024",6.21%,3218575095,PBR,2025-02-05
Baillie Gifford and Company,55.43M,"Dec 31, 2024",1.49%,771528782,PBR,2025-02-05
Schroder Investment Management Group,30.46M,"Sep 30, 2024",0.82%,423970281,PBR,2025-02-05
"FMR, LLC",27.55M,"Sep 30, 2024",0.74%,383561885,PBR,2025-02-05
"Arrowstreet Capital, Limited Partnership",24.23M,"Sep 30, 2024",0.65%,337271649,PBR,2025-02-05
Lazard Asset Management LLC,18.68M,"Sep 30, 2024",0.50%,260074697,PBR,2025-02-05
"Fisher Asset Management, LLC",15.82M,"Sep 30, 2024",0.43%,220209487,PBR,2025-02-05
Acadian Asset Management. LLC,15.66M,"Sep 30, 2024",0.42%,217983303,PBR,2025-02-05
Morgan Stanley,12.41M,"Sep 30, 2024",0.33%,172757863,PBR,2025-02-05
"ARGA Investment Management, LP",11M,"Dec 31, 2024",0.30%,153089348,PBR,2025-02-05
Price (T.Rowe) Associates Inc,4.95M,"Sep 30, 2024",11.71%,1060694565,GLOB,2025-02-05
Wasatch Advisors LP,3.48M,"Sep 30, 2024",8.23%,745722037,GLOB,2025-02-05
Blackrock Inc.,2.66M,"Sep 30, 2024",6.29%,569973868,GLOB,2025-02-05
JP Morgan Chase & Company,2.37M,"Sep 30, 2024",5.60%,507545319,GLOB,2025-02-05
Victory Capital Management Inc.,1.51M,"Sep 30, 2024",3.57%,323531298,GLOB,2025-02-05
Capital International Investors,1.5M,"Sep 30, 2024",3.56%,322160335,GLOB,2025-02-05
Riverbridge Partners LLC,1.14M,"Dec 31, 2024",2.71%,245093676,GLOB,2025-02-05
"Sands Capital Management, LLC",1.02M,"Sep 30, 2024",2.42%,218956445,GLOB,2025-02-05
Jennison Associates LLC,802.55k,"Dec 31, 2024",1.90%,171969770,GLOB,2025-02-05
Harding Loevner LLC,751.8k,"Sep 30, 2024",1.78%,161096131,GLOB,2025-02-05
Van Eck Associates Corporation,44.81M,"Dec 31, 2024",5.01%,809343940,GFI,2025-02-05
Blackrock Inc.,15.68M,"Sep 30, 2024",1.75%,283107377,GFI,2025-02-05
"First Eagle Investment Management, LLC",7.11M,"Sep 30, 2024",0.79%,128452595,GFI,2025-02-05
RWC Asset Advisors (US) LLC,6.77M,"Dec 31, 2024",0.76%,122278079,GFI,2025-02-05
Massachusetts Financial Services Co.,6.16M,"Sep 30, 2024",0.69%,111174376,GFI,2025-02-05
Dimensional Fund Advisors LP,5.86M,"Sep 30, 2024",0.66%,105899917,GFI,2025-02-05
Orbis Allan Gray Ltd,5.45M,"Sep 30, 2024",0.61%,98398299,GFI,2025-02-05
Invesco Ltd.,5.05M,"Sep 30, 2024",0.56%,91135597,GFI,2025-02-05
Goldman Sachs Group Inc,3.45M,"Sep 30, 2024",0.38%,62218088,GFI,2025-02-05
Deutsche Bank Aktiengesellschaft,2.96M,"Sep 30, 2024",0.33%,53388049,GFI,2025-02-05
"Jump Financial, LLC",1.71M,"Sep 30, 2024",0.52%,71199354,PKX,2025-02-05
Dimensional Fund Advisors LP,1.2M,"Sep 30, 2024",0.36%,50153407,PKX,2025-02-05
State Street Corporation,781.5k,"Sep 30, 2024",0.24%,32604306,PKX,2025-02-05
Blackrock Inc.,726.2k,"Sep 30, 2024",0.22%,30297064,PKX,2025-02-05
Morgan Stanley,614.9k,"Sep 30, 2024",0.19%,25653503,PKX,2025-02-05
"Ghisallo Capital Management, LLC",600k,"Sep 30, 2024",0.18%,25032000,PKX,2025-02-05
Millennium Management Llc,450.31k,"Sep 30, 2024",0.14%,18786892,PKX,2025-02-05
American Century Companies Inc,341.27k,"Sep 30, 2024",0.10%,14237784,PKX,2025-02-05
Marshall Wace LLP,341.83k,"Sep 30, 2024",0.10%,14261106,PKX,2025-02-05
Goldman Sachs Group Inc,325.72k,"Sep 30, 2024",0.10%,13589163,PKX,2025-02-05
"Route One Investment Company, L.P.",9.05M,"Sep 30, 2024",8.69%,87294610,AGRO,2025-02-05
Helikon Investments Ltd,6.98M,"Dec 31, 2024",6.70%,67326667,AGRO,2025-02-05
Jennison Associates LLC,5.13M,"Dec 31, 2024",4.93%,49541611,AGRO,2025-02-05
PGGM Investments,4.5M,"Sep 30, 2024",4.32%,43424998,AGRO,2025-02-05
"Westwood Global Investments, LLC",1.72M,"Sep 30, 2024",1.65%,16627779,AGRO,2025-02-05
GMT Capital Corp,1.69M,"Sep 30, 2024",1.62%,16315090,AGRO,2025-02-05
"Discovery Capital Management, LLC",1.28M,"Sep 30, 2024",1.23%,12390541,AGRO,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,1.05M,"Sep 30, 2024",1.00%,10098010,AGRO,2025-02-05
"Grantham, Mayo, Van Otterloo & Co. LLC",977.88k,"Sep 30, 2024",0.94%,9436493,AGRO,2025-02-05
Amundi,827.88k,"Sep 30, 2024",0.80%,7989060,AGRO,2025-02-05
Baillie Gifford and Company,13.16M,"Dec 31, 2024",6.61%,8236716444,SPOT,2025-02-05
Morgan Stanley,6.72M,"Sep 30, 2024",3.38%,4208527262,SPOT,2025-02-05
JP Morgan Chase & Company,4.4M,"Sep 30, 2024",2.21%,2751323210,SPOT,2025-02-05
Price (T.Rowe) Associates Inc,4.1M,"Sep 30, 2024",2.06%,2569167852,SPOT,2025-02-05
"Wellington Management Group, LLP",4.07M,"Sep 30, 2024",2.05%,2548434732,SPOT,2025-02-05
Blackrock Inc.,4.01M,"Sep 30, 2024",2.01%,2510387704,SPOT,2025-02-05
"WCM Investment Management, LLC",3.79M,"Dec 31, 2024",1.90%,2372091158,SPOT,2025-02-05
Massachusetts Financial Services Co.,3.49M,"Sep 30, 2024",1.75%,2186098420,SPOT,2025-02-05
Jennison Associates LLC,2.99M,"Dec 31, 2024",1.50%,1868814076,SPOT,2025-02-05
Millennium Management Llc,2.8M,"Sep 30, 2024",1.41%,1753763414,SPOT,2025-02-05
"Acr Alpine Capital Research, Llc",21.91M,"Sep 30, 2024",0.86%,181184752,VOD,2025-02-05
"Arrowstreet Capital, Limited Partnership",18.86M,"Sep 30, 2024",0.74%,155935704,VOD,2025-02-05
Morgan Stanley,13.16M,"Sep 30, 2024",0.52%,108836001,VOD,2025-02-05
"Grantham, Mayo, Van Otterloo & Co. LLC",12.36M,"Sep 30, 2024",0.49%,102212574,VOD,2025-02-05
"ICICI Prudential Asset Management Co., Ltd.",9.27M,"Dec 31, 2024",0.37%,76656982,VOD,2025-02-05
"Renaissance Technologies, LLC",8.77M,"Sep 30, 2024",0.35%,72542401,VOD,2025-02-05
Goldman Sachs Group Inc,6.11M,"Sep 30, 2024",0.24%,50505637,VOD,2025-02-05
Optiver Holding B.v.,5.62M,"Sep 30, 2024",0.22%,46448118,VOD,2025-02-05
"Oppenheimer Asset Management, Inc.",4.96M,"Sep 30, 2024",0.20%,41046088,VOD,2025-02-05
Envestnet Asset Management,4.83M,"Sep 30, 2024",0.19%,39932797,VOD,2025-02-05
Dodge & Cox Inc,22.08M,"Sep 30, 2024",1.25%,633591979,HMC,2025-02-05
"Fisher Asset Management, LLC",10.35M,"Sep 30, 2024",0.59%,296924927,HMC,2025-02-05
Mondrian Investment Partners Ltd,4.51M,"Sep 30, 2024",0.26%,129519975,HMC,2025-02-05
Morgan Stanley,3.42M,"Sep 30, 2024",0.19%,98140743,HMC,2025-02-05
Equity Investment Corp,2.1M,"Dec 31, 2024",0.12%,60336327,HMC,2025-02-05
"Grantham, Mayo, Van Otterloo & Co. LLC",1.87M,"Sep 30, 2024",0.11%,53788795,HMC,2025-02-05
Goldman Sachs Group Inc,1.85M,"Sep 30, 2024",0.11%,53076863,HMC,2025-02-05
Dimensional Fund Advisors LP,1.68M,"Sep 30, 2024",0.10%,48281552,HMC,2025-02-05
Blackrock Inc.,1.62M,"Sep 30, 2024",0.09%,46534525,HMC,2025-02-05
First Trust Advisors LP,1.44M,"Sep 30, 2024",0.08%,41219715,HMC,2025-02-05
Vanguard Group Inc,37.32M,"Sep 30, 2024",8.72%,37730876468,NFLX,2025-02-05
Blackrock Inc.,31.51M,"Sep 30, 2024",7.37%,31860799593,NFLX,2025-02-05
"FMR, LLC",20.51M,"Sep 30, 2024",4.80%,20739742419,NFLX,2025-02-05
State Street Corporation,16.95M,"Sep 30, 2024",3.96%,17139676216,NFLX,2025-02-05
Price (T.Rowe) Associates Inc,11.83M,"Sep 30, 2024",2.77%,11965551399,NFLX,2025-02-05
Capital World Investors,11.76M,"Sep 30, 2024",2.75%,11893945601,NFLX,2025-02-05
JP Morgan Chase & Company,9.43M,"Sep 30, 2024",2.20%,9536818704,NFLX,2025-02-05
"Geode Capital Management, LLC",9.15M,"Sep 30, 2024",2.14%,9249994101,NFLX,2025-02-05
Morgan Stanley,8.4M,"Sep 30, 2024",1.96%,8490496813,NFLX,2025-02-05
Jennison Associates LLC,6.62M,"Dec 31, 2024",1.55%,6689863618,NFLX,2025-02-05
Dodge & Cox Inc,68.09M,"Sep 30, 2024",3.29%,2566886097,GSK,2025-02-05
"FMR, LLC",29.01M,"Sep 30, 2024",1.40%,1093636607,GSK,2025-02-05
JTC Employer Solutions Trusteee Ltd,20.28M,"Dec 31, 2024",0.98%,764501878,GSK,2025-02-05
"Fisher Asset Management, LLC",18.58M,"Sep 30, 2024",0.90%,700350275,GSK,2025-02-05
Primecap Management Company,14.85M,"Sep 30, 2024",0.72%,559986574,GSK,2025-02-05
Morgan Stanley,7.95M,"Sep 30, 2024",0.38%,299859510,GSK,2025-02-05
Price (T.Rowe) Associates Inc,7.53M,"Sep 30, 2024",0.36%,283948413,GSK,2025-02-05
Goldman Sachs Group Inc,7.37M,"Sep 30, 2024",0.36%,277865593,GSK,2025-02-05
Royal Bank of Canada,7.17M,"Sep 30, 2024",0.35%,270417920,GSK,2025-02-05
State Street Corporation,6.78M,"Sep 30, 2024",0.33%,255527626,GSK,2025-02-05
Vanguard Group Inc,39.36M,"Sep 30, 2024",12.39%,1094190011,MOS,2025-02-05
Blackrock Inc.,25.88M,"Sep 30, 2024",8.15%,719399873,MOS,2025-02-05
Price (T.Rowe) Associates Inc,16.31M,"Sep 30, 2024",5.14%,453465942,MOS,2025-02-05
State Street Corporation,14.04M,"Sep 30, 2024",4.42%,390319161,MOS,2025-02-05
Capital World Investors,11.54M,"Sep 30, 2024",3.63%,320710993,MOS,2025-02-05
Invesco Ltd.,10.45M,"Sep 30, 2024",3.29%,290479078,MOS,2025-02-05
Dimensional Fund Advisors LP,8.89M,"Sep 30, 2024",2.80%,247136210,MOS,2025-02-05
"Geode Capital Management, LLC",8.35M,"Sep 30, 2024",2.63%,232167551,MOS,2025-02-05
Boston Partners,7.01M,"Sep 30, 2024",2.21%,194766794,MOS,2025-02-05
"Shaw D.E. & Co., Inc.",5.45M,"Sep 30, 2024",1.71%,151406885,MOS,2025-02-05
Polunin Capital Partners Ltd,17.23M,"Dec 31, 2024",1.02%,62372467,BRFS,2025-02-05
Macquarie Group Limited,8.81M,"Sep 30, 2024",0.52%,31880817,BRFS,2025-02-05
"Renaissance Technologies, LLC",6.59M,"Sep 30, 2024",0.39%,23842984,BRFS,2025-02-05
Marshall Wace LLP,4.29M,"Sep 30, 2024",0.25%,15524036,BRFS,2025-02-05
Millennium Management Llc,2.46M,"Sep 30, 2024",0.15%,8895081,BRFS,2025-02-05
"Shaw D.E. & Co., Inc.",2.4M,"Sep 30, 2024",0.14%,8694968,BRFS,2025-02-05
Qube Research & Technologies Ltd,2.13M,"Sep 30, 2024",0.13%,7719048,BRFS,2025-02-05
"Two Sigma Investments, LP",2.13M,"Sep 30, 2024",0.13%,7697010,BRFS,2025-02-05
Morgan Stanley,1.91M,"Sep 30, 2024",0.11%,6920056,BRFS,2025-02-05
Acadian Asset Management. LLC,1.76M,"Sep 30, 2024",0.10%,6384887,BRFS,2025-02-05
"First Eagle Investment Management, LLC",342.2M,"Sep 30, 2024",2.17%,626234255,ABEV,2025-02-05
Harding Loevner LLC,135.92M,"Sep 30, 2024",0.86%,248730708,ABEV,2025-02-05
GQG Partners LLC,129.5M,"Sep 30, 2024",0.82%,236977189,ABEV,2025-02-05
"Westwood Global Investments, LLC",102.02M,"Sep 30, 2024",0.65%,186701219,ABEV,2025-02-05
Sprucegrove Investment Management Ltd,68.1M,"Sep 30, 2024",0.43%,124620537,ABEV,2025-02-05
Ruffer LLP,48.64M,"Sep 30, 2024",0.31%,89005567,ABEV,2025-02-05
Massachusetts Financial Services Co.,42.9M,"Sep 30, 2024",0.27%,78515956,ABEV,2025-02-05
"Renaissance Technologies, LLC",34.37M,"Sep 30, 2024",0.22%,62887951,ABEV,2025-02-05
"Seafarer Capital Partners, LLC",30.07M,"Dec 31, 2024",0.19%,55026271,ABEV,2025-02-05
Blackrock Inc.,27.48M,"Sep 30, 2024",0.17%,50282536,ABEV,2025-02-05
Morgan Stanley,20.63M,"Sep 30, 2024",0.36%,84369242,TEF,2025-02-05
Bank of America Corporation,10.94M,"Sep 30, 2024",0.19%,44747080,TEF,2025-02-05
"Pacer Advisors, Inc.",8.74M,"Dec 31, 2024",0.15%,35762478,TEF,2025-02-05
Blackrock Inc.,5.3M,"Sep 30, 2024",0.09%,21657679,TEF,2025-02-05
Goldman Sachs Group Inc,5.26M,"Sep 30, 2024",0.09%,21507605,TEF,2025-02-05
Northern Trust Corporation,2.77M,"Sep 30, 2024",0.05%,11333419,TEF,2025-02-05
Dimensional Fund Advisors LP,2.13M,"Sep 30, 2024",0.04%,8726473,TEF,2025-02-05
Royal Bank of Canada,2.33M,"Sep 30, 2024",0.04%,9539344,TEF,2025-02-05
"FMR, LLC",1.9M,"Sep 30, 2024",0.03%,7766820,TEF,2025-02-05
"Gabelli Funds, LLC",1.49M,"Sep 30, 2024",0.03%,6110460,TEF,2025-02-05
GQG Partners LLC,59.61M,"Sep 30, 2024",1.69%,1739473772,IBN,2025-02-05
"WCM Investment Management, LLC",53.69M,"Dec 31, 2024",1.52%,1566639871,IBN,2025-02-05
Morgan Stanley,52.73M,"Sep 30, 2024",1.49%,1538711226,IBN,2025-02-05
Temasek Holdings (Private) Limited,28.1M,"Sep 30, 2024",0.80%,819813713,IBN,2025-02-05
Capital International Investors,19.85M,"Sep 30, 2024",0.56%,579094409,IBN,2025-02-05
Invesco Ltd.,19.13M,"Sep 30, 2024",0.54%,558188048,IBN,2025-02-05
JP Morgan Chase & Company,18.27M,"Sep 30, 2024",0.52%,533103344,IBN,2025-02-05
FIL LTD,16.37M,"Sep 30, 2024",0.46%,477701203,IBN,2025-02-05
Schroder Investment Management Group,14.71M,"Sep 30, 2024",0.42%,429368968,IBN,2025-02-05
Robeco Institutional Asset Management B.V.,14.96M,"Dec 31, 2024",0.42%,436407593,IBN,2025-02-05
"Banco Santander, S.A.",520.22M,"Sep 30, 2024",36.49%,2471036298,BSBR,2025-02-05
Macquarie Group Limited,3.58M,"Sep 30, 2024",0.25%,17020841,BSBR,2025-02-05
Vanguard Group Inc,3.11M,"Sep 30, 2024",0.22%,14749609,BSBR,2025-02-05
"Arrowstreet Capital, Limited Partnership",1.88M,"Sep 30, 2024",0.13%,8928380,BSBR,2025-02-05
Blackrock Inc.,1.73M,"Sep 30, 2024",0.12%,8196011,BSBR,2025-02-05
"Wellington Management Group, LLP",1.14M,"Sep 30, 2024",0.08%,5405243,BSBR,2025-02-05
Acadian Asset Management. LLC,912.1k,"Sep 30, 2024",0.06%,4332494,BSBR,2025-02-05
Marshall Wace LLP,555.42k,"Sep 30, 2024",0.04%,2638240,BSBR,2025-02-05
"Two Sigma Investments, LP",536.93k,"Sep 30, 2024",0.04%,2550398,BSBR,2025-02-05
American Century Companies Inc,495.39k,"Sep 30, 2024",0.03%,2353097,BSBR,2025-02-05
Artisan Partners Limited Partnership,105.07M,"Sep 30, 2024",1.87%,504338616,NOK,2025-02-05
Pzena Investment Management Llc,90.79M,"Sep 30, 2024",1.62%,435772625,NOK,2025-02-05
"FMR, LLC",30.5M,"Sep 30, 2024",0.54%,146386925,NOK,2025-02-05
"Slate Path Capital, LP",26.33M,"Sep 30, 2024",0.47%,126360499,NOK,2025-02-05
Morgan Stanley,20.53M,"Sep 30, 2024",0.37%,98557362,NOK,2025-02-05
Folketrygdfondet,12.36M,"Sep 30, 2024",0.22%,59318320,NOK,2025-02-05
Goldman Sachs Group Inc,11.82M,"Sep 30, 2024",0.21%,56733227,NOK,2025-02-05
"Arrowstreet Capital, Limited Partnership",10.4M,"Sep 30, 2024",0.19%,49909177,NOK,2025-02-05
Bank of America Corporation,9.55M,"Sep 30, 2024",0.17%,45857536,NOK,2025-02-05
Dimensional Fund Advisors LP,8.33M,"Sep 30, 2024",0.15%,39971089,NOK,2025-02-05
Vanguard Group Inc,40.96M,"Sep 30, 2024",9.41%,17926627386,ADBE,2025-02-05
Blackrock Inc.,38.4M,"Sep 30, 2024",8.82%,16805302029,ADBE,2025-02-05
State Street Corporation,20.27M,"Sep 30, 2024",4.66%,8870885798,ADBE,2025-02-05
"Geode Capital Management, LLC",10.53M,"Sep 30, 2024",2.42%,4607845270,ADBE,2025-02-05
"FMR, LLC",9.69M,"Sep 30, 2024",2.23%,4240706081,ADBE,2025-02-05
Morgan Stanley,8.23M,"Sep 30, 2024",1.89%,3602319438,ADBE,2025-02-05
Price (T.Rowe) Associates Inc,6.21M,"Sep 30, 2024",1.43%,2716845144,ADBE,2025-02-05
Primecap Management Company,5.68M,"Sep 30, 2024",1.31%,2486218070,ADBE,2025-02-05
Bank Of New York Mellon Corporation,5.71M,"Dec 31, 2024",1.31%,2498568864,ADBE,2025-02-05
Norges Bank Investment Management,5.38M,"Jun 30, 2024",1.24%,2353505458,ADBE,2025-02-05
Vanguard Group Inc,84.06M,"Sep 30, 2024",9.73%,850642551,WBA,2025-02-05
Blackrock Inc.,70.71M,"Sep 30, 2024",8.18%,715603013,WBA,2025-02-05
State Street Corporation,43M,"Sep 30, 2024",4.98%,435135504,WBA,2025-02-05
Invesco Ltd.,29.94M,"Sep 30, 2024",3.46%,303005294,WBA,2025-02-05
